id,length,start_time,trip_time,edge_start,edge_end,turn_I1,turn_I2,turn_I3
3615,4.33,2252.5,6.5,9_2,2_3,,,
3617,4.57,2253.6,56,5_1,1_8,s,n,n
3618,5.05,2253.8,59.7,5_1,1_8,s,n,n
3621,4.75,2255.9,111.3,5_1,2_3,,,
3622,5.11,2257.5,23.2,0_1,2_3,,,
3624,4.82,2258.5,57.8,5_1,1_8,s,n,n
3626,4.47,2261.5,26.7,3_2,1_8,,,
3627,4.59,2262.4,49.8,5_1,1_8,s,n,n
3628,3.28,2263.5,56.9,5_1,1_8,s,n,n
3629,4.89,2264.4,22.4,3_2,1_0,,,
3631,6.94,2265.8,26.3,3_2,1_8,,,
3632,4.63,2267.8,14.6,9_2,2_3,,,
3633,3.99,2268.3,11.3,3_2,2_6,,,
3634,4.63,2268.3,22.2,3_2,1_0,,,
3636,4.57,2269.5,39.5,9_2,2_6,n,s,n
3638,5.04,2270,20.5,9_2,2_3,,,
3639,5.02,2270.1,31.9,3_2,1_0,,,
3641,4.8,2272.2,41.8,9_2,2_6,n,s,n
3643,4.98,2272.6,9.3,3_2,2_6,,,
3645,4.16,2273.4,21.4,9_2,2_3,,,
3646,4.85,2273.5,23.7,3_2,1_8,,,
3647,4.43,2274.3,37.8,9_2,2_6,n,s,n
3648,4.71,2275.4,42.6,9_2,2_6,n,s,n
3650,4.09,2275.9,9,3_2,2_6,,,
3651,4.61,2275.9,21.9,3_2,1_8,,,
3653,4.16,2277.8,7.2,3_2,2_6,,,
3654,4.86,2278.2,13.3,3_2,2_1,,,
3655,4.75,2278.4,43.9,9_2,2_6,n,s,n
3657,4.58,2279.9,8.3,3_2,2_6,,,
3658,4.78,2280.4,100.6,3_2,1_8,,,
3659,4.49,2282.3,7.2,3_2,2_6,,,
3660,4.88,2282.8,108.8,0_1,3_4,s,s,s
3662,4.98,2287.2,102.1,0_1,2_6,s,l,n
3665,4.6,2290.9,11.7,3_2,2_6,,,
3666,4.9,2290.9,78.4,0_1,2_3,,,
3668,4.67,2291.2,86.6,2_1,1_8,,,
3675,4.15,2295.9,11.8,3_2,2_6,,,
3678,5.17,2297.7,106.2,0_1,3_7,s,s,l
3680,10.22,2298.7,13,5_1,1_8,s,n,n
3684,5.01,2299.8,59.6,9_2,1_0,s,l,n
3686,3.84,2300.7,28.7,3_2,2_6,,,
3688,4.08,2301.6,13.1,9_2,2_6,n,s,n
3689,4.7,2302,8,9_2,2_3,,,
3691,4.74,2302.6,11.2,9_2,2_6,n,s,n
3692,5.49,2304.7,15.6,9_2,2_6,n,s,n
3693,4.16,2304.8,13.2,5_1,1_8,s,n,n
3696,5.09,2306.2,56.3,9_2,1_0,s,l,n
3697,5.32,2306.8,62.9,5_1,2_3,,,
3701,4.45,2307.3,16.6,9_2,2_6,n,s,n
3703,5.59,2308.3,15.8,5_1,1_8,s,n,n
3705,4.87,2308.8,17,9_2,2_6,n,s,n
3706,4.39,2309.6,15,5_1,1_8,s,n,n
3709,3.91,2311,131.5,0_1,3_4,s,s,s
3710,5.14,2311.2,53.4,9_2,1_0,s,l,n
3711,4.05,2311.3,16.5,9_2,2_6,n,s,n
3712,4.19,2311.6,6.8,9_2,2_3,,,
3714,4.54,2311.6,14.5,5_1,1_8,s,n,n
3715,4.35,2312.1,15.8,5_1,1_8,s,n,n
3716,5,2312.2,45.1,5_1,2_3,,,
3719,4.87,2313.4,8.7,9_2,2_6,n,s,n
3720,4.27,2314.2,16.7,9_2,2_6,n,s,n
3721,4.56,2314.6,14.6,5_1,1_8,s,n,n
3724,4.16,2316.4,9.1,9_2,2_6,n,s,n
3725,4.57,2316.6,13.7,5_1,1_8,s,n,n
3727,4.54,2316.9,13.6,5_1,1_8,s,n,n
3728,4.4,2317.1,16.9,9_2,2_6,n,s,n
3730,4.97,2318.2,13.2,5_1,1_8,s,n,n
3733,4.44,2319.3,10.3,9_2,2_6,n,s,n
3735,4.28,2320.7,12.6,5_1,1_8,s,n,n
3736,4.28,2321.6,11.1,9_2,2_6,n,s,n
3737,4.69,2321.6,13.2,5_1,1_8,s,n,n
3738,5.22,2321.6,66.3,5_1,3_4,l,s,s
3739,4.51,2321.9,10.4,9_2,2_6,n,s,n
3741,4.27,2323.3,11.2,9_2,2_6,n,s,n
3742,4.68,2323.7,13.2,5_1,1_8,s,n,n
3744,4.4,2324.5,7.7,9_2,2_6,n,s,n
3746,4.55,2324.5,13,9_2,2_6,n,s,n
3745,4.18,2324.8,59,2_1,1_8,,,
3749,4.72,2325.8,11.7,5_1,1_8,s,n,n
3750,3.94,2325.8,66,5_1,3_10,l,s,r
3751,4.52,2326.1,11.2,9_2,2_6,n,s,n
3755,4.32,2327,12.7,5_1,1_8,s,n,n
3756,4.2,2327.7,11.8,5_1,1_8,s,n,n
3757,4.69,2327.9,11.3,5_1,1_8,s,n,n
3759,4.23,2328.2,11.1,9_2,2_6,n,s,n
3761,4.49,2328.6,12,9_2,2_6,n,s,n
3762,4.36,2328.8,12.1,5_1,1_8,s,n,n
3763,4.62,2328.9,10.4,9_2,2_6,n,s,n
3765,4.33,2329.9,11.2,5_1,1_8,s,n,n
3766,4.75,2330,52.2,5_1,2_6,l,l,n
3767,10.38,2330.1,12.4,9_2,2_6,n,s,n
3769,4.94,2330.9,11.7,9_2,2_6,n,s,n
3770,4.71,2331.4,14.3,5_1,1_0,r,n,n
3772,4.56,2331.6,10.4,9_2,2_6,n,s,n
3774,4.62,2332.7,11.6,9_2,2_6,n,s,n
3776,4.7,2333,8.5,5_1,1_8,s,n,n
3777,4.79,2333,11.3,9_2,2_6,n,s,n
3778,5.03,2333,66.9,5_1,1_8,s,n,n
3780,12.78,2333.3,51.9,9_2,2_6,n,s,n
3781,4.37,2333.5,10.6,9_2,2_6,n,s,n
3782,4.36,2333.5,10.8,5_1,1_8,s,n,n
3783,5.23,2334.2,124.7,5_1,3_4,l,s,s
3786,4.49,2335.2,12.6,9_2,2_6,n,s,n
3787,4.33,2335.2,11,9_2,2_6,n,s,n
3788,4.56,2335.4,64.3,5_1,1_8,s,n,n
3789,5.12,2336,51.5,9_2,2_6,n,s,n
3790,4.71,2336.9,10.8,9_2,2_6,n,s,n
3792,4.33,2337,10.9,9_2,2_6,n,s,n
3793,4.64,2337.3,63,5_1,1_8,s,n,n
3794,5.21,2337.4,114.9,5_1,2_3,,,
3796,5.46,2337.8,65.1,5_1,1_8,s,n,n
3797,4.9,2338.2,12.5,9_2,2_6,n,s,n
3798,4.84,2338.9,10.6,9_2,2_6,n,s,n
3800,4.26,2339.6,7,9_2,2_3,,,
3802,4.31,2340.3,10.4,9_2,2_6,n,s,n
3803,4.63,2340.8,10.7,9_2,2_6,n,s,n
3805,4.42,2341.1,61.3,5_1,1_8,s,n,n
3807,4.25,2341.2,12.7,9_2,2_6,n,s,n
3809,4.24,2342.3,10.6,9_2,2_6,n,s,n
3810,4.68,2342.4,123.6,5_1,3_4,l,s,s
3812,4.14,2343,10.8,9_2,2_6,n,s,n
3813,4.16,2343.4,11.1,9_2,2_6,n,s,n
3814,4.82,2343.5,11.4,9_2,2_3,,,
3815,4.45,2343.6,60.7,5_1,1_8,s,n,n
3816,4.64,2344.2,7.9,9_2,2_3,,,
3819,4.44,2344.9,110.6,5_1,2_3,,,
3820,4.04,2345,10.7,9_2,2_6,n,s,n
3821,4.7,2346.8,59.7,5_1,1_8,s,n,n
3822,4.71,2347.6,57.3,5_1,1_8,s,n,n
3823,4.61,2347.7,11,9_2,2_6,n,s,n
3824,3.6,2351.4,15.4,3_2,2_6,,,
3825,4.84,2351.5,56.7,5_1,1_8,s,n,n
3826,4.59,2352.5,11.5,3_2,2_1,,,
3827,2.21,2352.6,56.7,5_1,1_8,s,n,n
3828,4.69,2353.2,32.5,3_2,1_8,,,
3829,3.2,2355.1,35.4,0_1,2_6,s,l,n
3830,4.9,2355.7,31.9,3_2,1_8,,,
3831,5.09,2356.1,45.5,9_2,2_6,n,s,n
3832,4.57,2356.5,54.5,5_1,1_8,s,n,n
3835,4.67,2358.5,30.7,9_2,1_8,,,
3836,5,2358.6,13.9,0_1,1_8,r,n,n
3837,4.33,2359.2,13,3_2,2_6,,,
3838,4.41,2360.5,106.7,3_2,1_8,,,
3839,4.74,2361.1,38.2,9_2,2_6,n,s,n
3840,4.91,2361.2,23,0_1,2_3,,,
3842,5.18,2362.6,106.4,3_2,1_8,,,
3843,4.22,2363.5,9.2,3_2,2_6,,,
3844,3.92,2364.3,100,5_1,3_4,l,s,s
3847,5.17,2364.6,112.4,0_1,3_4,s,s,s
3848,5,2364.7,106.6,3_2,1_8,,,
3849,5.28,2366.7,96,0_1,2_3,,,
3850,4.69,2367.1,10.6,9_2,2_6,,,
3852,4.75,2369.5,107.1,9_2,1_8,,,
3853,5.43,2369.7,67.6,0_1,1_8,r,n,n
3854,4.24,2370.1,11.1,3_2,2_6,,,
3855,4.99,2370.5,18.8,3_2,2_6,,,

3857,4.72,2370.5,11.9,3_2,2_6,,,
3858,5.61,2370.5,15.5,2_3,3_4,,,
3859,4.69,2370.5,99.7,3_2,1_0,,,
3860,4.95,2370.5,190.2,10_3,2_6,n,r,l
3861,4.96,2370.5,187.3,3_2,1_8,,,
3863,4.91,2370.5,87.8,3_2,2_6,,,
3864,4.91,2370.5,103.2,3_2,2_1,,,

3866,4.81,2370.5,38.6,10_3,3_7,n,n,s
3867,4.99,2370.5,60.8,7_3,3_4,n,n,l
3868,4.57,2370.5,107.6,3_2,1_8,,,
3870,5.08,2370.5,10.9,2_3,3_4,,,
3871,4.88,2370.5,185.4,3_2,1_8,,,
3872,5.09,2370.5,97.2,3_2,2_6,,,

3875,4.73,2370.5,110,4_3,2_6,n,r,s
3876,4.73,2370.5,191.2,3_2,1_8,,,
3877,4.67,2370.5,94.6,3_2,2_6,,,
3878,5.08,2370.5,93.2,3_2,2_6,,,
3879,5.04,2370.5,172.1,3_2,1_0,,,
3880,4.94,2370.5,93.3,3_2,1_0,,,

3882,5.32,2370.5,115.8,4_3,2_6,n,r,s
3883,4.55,2370.5,4.5,10_3,3_4,,,
3884,4.65,2371.4,13.2,2_3,3_10,,,
3886,5.02,2372.9,181.3,4_3,2_6,n,r,s
3887,5.15,2373.5,100.8,0_1,3_4,s,s,s
3888,4.94,2374,68.4,9_2,3_4,n,r,l
3889,4.98,2374.9,182.3,4_3,2_6,n,r,s
3890,5,2375.6,26.7,9_2,2_6,n,s,n
3891,4.36,2375.8,26.6,9_2,2_6,n,s,n
3892,4.91,2378.7,25.7,9_2,2_6,n,s,n
3893,5.19,2379.5,30.4,7_3,3_10,n,n,s
3894,4.76,2379.5,28.2,9_2,2_6,n,s,n
3895,4.9,2380.1,27.5,9_2,2_6,n,s,n
3896,4.61,2382.6,25.2,9_2,2_6,n,s,n
3897,4.55,2383.3,31.3,9_2,2_6,n,s,n
3898,4.67,2384.1,27.7,9_2,2_6,n,s,n
3899,4.97,2384.4,11.3,2_3,3_4,,,
3900,4.72,2384.7,26.6,9_2,2_6,n,s,n
3901,5.15,2385.2,59.4,9_2,3_4,n,r,l
3902,4.77,2385.7,31.7,9_2,2_6,n,s,n
3903,4.9,2386.8,172.2,4_3,2_6,n,r,s
3904,5.15,2389.1,177,4_3,2_6,n,r,s
3905,4.59,2390.5,56.7,9_2,1_0,s,l,n
3906,4.35,2390.5,23.9,9_2,2_6,n,s,n
3907,4.55,2392.6,22.1,9_2,2_6,n,s,n
3908,4.71,2392.7,20.3,5_1,1_8,s,n,n
3909,11.75,2393.5,25.8,10_3,3_7,n,n,s
3910,4.87,2394,84.6,0_1,3_4,s,s,s
3911,4.75,2394.2,38.9,7_3,3_4,n,n,l
3912,4.8,2395.2,53.9,9_2,3_4,n,r,l
3913,4.31,2395.3,15.7,5_1,1_8,s,n,n
3914,4.86,2396.2,15.9,7_3,3_10,n,n,s
3915,4.43,2396.2,25.3,9_2,2_6,n,s,n
3916,6.18,2396.6,169.9,4_3,1_8,l,s,s
3917,5.29,2396.8,59.9,4_3,3_7,n,n,r
3918,4.65,2396.9,18.9,5_1,1_8,s,n,n
3919,4.54,2397.2,81.1,10_3,2_1,,,
3920,5.19,2397.8,78.3,0_1,3_4,s,s,s
3921,4.54,2398.1,14.8,5_1,1_8,s,n,n
3922,4.54,2398.2,17.6,5_1,1_0,r,n,n
3923,4.92,2398.6,67.9,5_1,3_4,l,s,s
3924,4.6,2399,18.8,9_2,2_6,n,s,n
3925,4.38,2399.1,19.6,9_2,2_6,n,s,n
3926,4.59,2399.3,15.3,7_3,3_10,n,n,s
3927,4.93,2400.3,23.9,9_2,2_6,n,s,n
3928,5.04,2400.6,20,9_2,2_6,n,s,n
3929,4.63,2401.1,15.4,5_1,1_8,s,n,n
3930,5.33,2401.4,19.6,9_2,2_6,n,s,n
3931,4.23,2401.8,13.6,5_1,1_8,s,n,n
3932,5.17,2402.1,166.1,4_3,2_6,n,r,s
3933,5.04,2402.4,49.9,9_2,3_10,n,r,r
3934,4.81,2402.5,24.5,9_2,2_6,n,s,n
3935,4.99,2402.9,72,5_1,2_6,l,l,n
3937,4.66,2403.6,15.1,5_1,1_8,s,n,n
3938,5.9,2404,19.8,9_2,2_6,n,s,n
3939,5.04,2404.4,49.7,4_3,3_10,n,n,l
3940,4.65,2406,25.9,9_2,2_6,n,s,n
3941,5.11,2406,17.4,10_3,3_7,n,n,s
3942,5.01,2406.3,87.6,7_3,3_4,n,n,l
3943,4.67,2406.5,14.3,5_1,1_8,s,n,n
3944,5.6,2406.8,50.9,4_3,3_10,n,n,l
3945,4.62,2407.2,19,9_2,2_6,n,s,n
3946,4.63,2407.8,14.4,5_1,1_8,s,n,n
3947,4.96,2408.3,236.8,4_3,1_0,s,s,s
3948,5.06,2408.4,139.4,4_3,2_6,n,r,s
3949,4.19,2408.9,17,5_1,1_8,s,n,n
3950,5.91,2410.3,17.1,10_3,3_7,n,n,s
3951,4.76,2410.5,13.5,5_1,1_8,s,n,n
3952,4.5,2410.7,18.3,9_2,2_6,n,s,n
3953,4.62,2410.8,13.5,5_1,1_8,s,n,n
3954,4.66,2411.4,10,7_3,3_10,n,n,s
3955,5.34,2412.1,157.7,4_3,1_8,l,s,s
3956,4.68,2412.2,17.2,10_3,3_7,n,n,s
3957,4.34,2412.5,11.1,5_1,1_8,s,n,n
3958,4.37,2412.9,15.5,5_1,1_8,s,n,n
3961,4.41,2414,13.4,5_1,1_8,s,n,n
3962,4.67,2414.4,11.3,5_1,1_8,s,n,n
3964,3.99,2415.7,11.1,5_1,1_8,s,n,n
3965,3.91,2416.2,12.9,5_1,1_8,s,n,n
3966,4.96,2416.2,41.3,5_1,2_3,,,
3967,4.54,2416.7,15.8,10_3,3_7,n,n,s
3968,4.69,2418.2,12.7,5_1,1_8,s,n,n
3969,4.52,2418.9,11.8,5_1,1_8,s,n,n
3971,4.79,2419.8,49.6,5_1,3_4,l,s,s
3972,4.95,2420.1,144,10_3,2_6,n,r,l
3973,4.11,2420.3,11.5,5_1,1_8,s,n,n
3974,5.18,2421.6,49.1,5_1,3_4,l,s,s
3975,4.37,2422.1,11.1,5_1,1_8,s,n,n
3976,4.42,2423,11.2,5_1,1_8,s,n,n
3978,4.44,2424.3,9.4,5_1,1_8,s,n,n
3979,7.19,2424.9,217,4_3,2_6,n,r,s
3980,4.93,2425.1,60.6,5_1,1_8,s,n,n
3981,5.07,2426.4,61.9,5_1,1_8,s,n,n
3982,4.75,2427.2,63.2,5_1,1_8,s,n,n
3983,4.84,2429.8,142.3,5_1,2_6,l,l,n
3984,4.99,2429.9,66.9,7_3,3_4,n,n,l
3985,4.72,2430.6,28.3,9_2,1_0,s,l,n
3987,4.52,2431,61.4,5_1,1_8,s,n,n
3988,4.96,2431.4,137.6,5_1,2_6,l,l,n
3989,4.35,2432.1,12.2,9_2,2_6,n,s,n
3990,4.79,2432.5,61.9,5_1,1_8,s,n,n
3991,4.51,2432.7,11.8,9_2,2_6,n,s,n
3992,4.59,2433.3,56.9,9_2,2_6,n,s,n
3993,4.98,2433.9,56.3,9_2,2_6,n,s,n
3994,4.74,2434.2,72.2,5_1,1_8,s,n,n
3995,4.64,2434.3,61.5,5_1,1_8,s,n,n
3996,4.83,2435.1,57.1,9_2,2_6,n,s,n
3997,4.16,2435.2,56.3,9_2,2_6,n,s,n
3998,4.97,2435.4,56.7,9_2,2_6,n,s,n
4000,4.64,2436.3,59.5,5_1,1_8,s,n,n
4001,4.78,2436.7,58.2,9_2,2_6,n,s,n
4002,4.94,2437.6,205.3,5_1,3_7,l,s,l
4003,4.79,2438.6,59,5_1,1_8,s,n,n
4004,5.14,2438.7,56.5,9_2,2_6,n,s,n
4005,4.74,2438.7,48.3,9_2,2_3,,,
4006,5.31,2439.5,19.6,4_3,3_10,n,n,l
4007,4.38,2439.9,56.8,9_2,2_6,n,s,n
4008,5.17,2440.1,105.6,9_2,1_0,s,l,n
4009,3.79,2440.3,57.1,5_1,1_8,s,n,n
4010,4.72,2440.9,56.5,9_2,2_6,n,s,n
4011,6.03,2441,203.2,4_3,2_6,n,r,s
4012,5.27,2441.2,49.9,9_2,2_3,,,
4013,4.95,2442,37.6,0_1,3_4,s,s,s
4014,6.24,2442.2,56.5,9_2,2_6,n,s,n
4015,4.76,2444,55.7,9_2,2_6,n,s,n
4017,3.92,2444.3,54.3,9_2,2_6,n,s,n
4019,4.24,2445.5,48.6,9_2,2_3,,,
4020,4.9,2445.9,23.5,0_1,2_3,,,
4021,11.69,2446.1,62.5,10_3,3_7,n,n,s
4022,4.69,2446.7,54.7,9_2,2_6,n,s,n
4024,4.68,2448,35,0_1,3_4,s,s,s
4025,5.09,2450,35.2,4_3,3_10,n,n,l
4026,4.79,2450.4,87.1,9_2,3_4,n,r,l
4029,5.25,2452.6,10.8,2_3,3_4,,,
4030,4.73,2452.7,13.4,0_1,1_8,r,n,n
4031,6.85,2453,35.3,4_3,3_10,n,n,l
4032,6.65,2454.9,93.7,4_3,3_7,n,n,r
4033,4.81,2455.7,11.6,2_3,3_4,,,
4035,5.04,2457.7,11.7,2_3,3_4,,,
4036,5.31,2458,42.4,7_3,3_4,n,n,l
4037,5,2460,19.1,0_1,1_8,r,n,n
4038,4.86,2460.2,171.2,7_3,2_6,n,r,r
4039,5.4,2461.8,50.3,10_3,3_7,n,n,s
4040,5.12,2462.9,10.1,2_3,3_4,,,
4042,5.17,2463.9,89.7,0_1,1_8,r,n,n
4046,4.6,2467.1,49.2,10_3,3_7,n,n,s
4047,4.9,2468.7,58.7,7_3,3_4,n,n,l
4049,2.67,2469.4,31.1,5_1,1_8,s,n,n
4051,4.93,2469.6,11.7,2_3,3_4,,,
4053,5.06,2470.1,178.3,4_3,2_6,n,r,s
4058,4.48,2474.2,85.1,2_1,1_8,,,
4059,4.62,2475.8,68,9_2,3_4,n,r,l
4062,4.18,2477.5,154.6,4_3,2_6,n,r,s
4064,4.64,2481.7,21.3,9_2,2_6,n,s,n
4065,4.81,2482.5,26.8,7_3,3_10,n,n,s
4066,5.02,2484.7,66.9,5_1,3_4,l,s,s
4067,4.41,2484.9,14.3,5_1,1_8,s,n,n
4068,4.87,2485.3,17.2,9_2,2_6,n,s,n
4069,4.27,2485.4,20.6,9_2,2_6,n,s,n
4070,4.99,2487.2,153.5,2_3,3_7,,,
4071,4.28,2487.3,17.9,9_2,2_6,n,s,n
4072,4.84,2487.4,14.1,5_1,1_8,s,n,n
4073,4.39,2487.9,13.3,5_1,1_8,s,n,n
4074,4.61,2488,23.3,7_3,3_10,n,n,s
4075,4.47,2488.3,22.9,9_2,2_6,n,s,n
4076,4.78,2488.8,16.4,9_2,2_6,n,s,n
4077,4.38,2489.2,20.9,9_2,2_6,n,s,n
4078,5.15,2490,243,4_3,1_0,s,s,s
4079,4.79,2490.2,17.6,9_2,2_6,n,s,n
4080,5.86,2490.7,13,5_1,1_8,s,n,n
4081,4.23,2491.2,11.8,5_1,1_8,s,n,n
4082,4.93,2491.2,22.5,9_2,2_6,n,s,n
4083,5.08,2491.3,46.9,2_3,3_4,,,
4084,5.41,2491.3,156.1,7_3,1_0,s,s,r
4085,4.88,2493,15.9,9_2,2_6,n,s,n
4086,4.95,2493.2,19,9_2,2_6,n,s,n
4087,4.45,2493.2,22.7,9_2,2_6,n,s,n
4088,4.11,2493.3,23.2,9_2,2_6,n,s,n
4089,5.07,2493.5,60.4,5_1,3_4,l,s,s
4090,4.3,2493.6,10.2,5_1,1_8,s,n,n
4091,4.7,2493.8,11,5_1,1_8,s,n,n
4092,4.54,2494.3,47.6,2_3,3_4,,,
4093,5.19,2495,19.1,9_2,2_6,n,s,n
4094,4.33,2495.7,11.3,5_1,1_8,s,n,n
4095,5.06,2495.8,22.9,9_2,2_6,n,s,n
4096,4.67,2495.8,15.6,9_2,2_6,n,s,n
4097,4.53,2496.2,10.4,5_1,1_8,s,n,n
4099,4.84,2497.5,143,4_3,1_8,l,s,s
4100,4.77,2497.9,21,9_2,2_6,n,s,n
4101,4.52,2498.4,14.7,9_2,2_6,n,s,n
4102,4.58,2498.5,22.4,9_2,2_6,n,s,n
4103,4.93,2499.3,12.4,5_1,1_8,s,n,n
4104,6.58,2499.8,130.6,4_3,1_0,s,s,s
4105,4.85,2499.9,10.4,5_1,1_0,r,n,n
4106,4.8,2500.6,6,9_2,node2,,,
4107,4.6,2500.7,10.1,5_1,1_8,s,n,n
4108,4.59,2500.9,15.9,9_2,2_6,n,s,n
4109,4.53,2500.9,22.8,9_2,2_6,n,s,n
4110,5.18,2501.1,65.3,0_1,3_4,s,s,s
4111,4.26,2502.2,22,9_2,2_6,n,s,n
4112,4.57,2503.3,22.6,9_2,2_6,n,s,n
4113,4.77,2503.4,37.8,5_1,2_3,,,
4114,4.96,2503.5,141.7,4_3,1_8,l,s,s
4116,5.04,2503.7,14.5,10_3,3_7,n,n,s
4117,5.04,2503.9,50.9,0_1,2_3,,,
4118,5.28,2503.9,22.5,9_2,2_6,n,s,n
4119,4.31,2504,10.3,5_1,1_8,s,n,n
4120,4.92,2504.1,16.9,9_2,2_6,n,s,n
4122,5.2,2504.5,40.8,9_2,3_4,n,r,l
4123,4.17,2504.9,10.3,5_1,1_8,s,n,n
4124,4.46,2506.1,16.3,9_2,2_6,,,
4125,4.51,2506.2,10,5_1,1_8,s,n,n
4126,5.19,2506.2,16.8,9_2,2_6,n,s,n
4127,4.28,2506.3,22.2,9_2,2_6,n,s,n
4129,10.14,2506.7,11.8,5_1,1_8,s,n,n
4130,4.52,2506.7,10,5_1,1_8,s,n,n
4131,4.64,2507.1,22,9_2,2_6,n,s,n
4132,4.82,2508.3,8.8,5_1,1_8,s,n,n
4133,4.96,2508.9,39.3,9_2,1_0,s,l,n
4134,4.79,2509,145.6,0_1,2_6,s,l,n
4135,5.2,2509.4,47,5_1,3_4,l,s,s
4136,4.81,2509.8,22.3,9_2,2_6,n,s,n
4137,4.38,2511.2,24.8,5_1,1_0,r,n,n
4138,4.67,2512.1,10.6,10_3,3_7,n,n,s
4139,5.06,2512.5,29.8,5_1,2_3,,,
4140,4.13,2513.3,9.7,5_1,1_8,s,n,n
4141,4.68,2513.9,10.3,10_3,3_7,n,n,s
4143,4.47,2514.1,10.3,5_1,1_8,s,n,n
4145,4.29,2516.2,7.7,5_1,1_8,s,n,n
4146,5.02,2516.3,123.9,5_1,3_4,l,s,s
4148,4.7,2518.3,59,5_1,1_8,s,n,n
4149,4.96,2518.7,124.7,5_1,3_4,l,s,s
4150,5.03,2519.2,135.6,4_3,1_8,l,s,s
4151,4.79,2521.2,58.2,5_1,1_8,s,n,n
4152,4.73,2521.4,116.2,5_1,2_3,,,
4153,4.56,2522.8,55.9,5_1,1_8,s,n,n
4155,4.51,2524.1,56,5_1,1_8,s,n,n
4156,4.79,2524.7,134.1,5_1,2_6,l,l,n
4157,4.69,2525.1,55.4,5_1,1_8,s,n,n
4158,4.43,2526.9,54.9,5_1,1_8,s,n,n
4159,5.17,2527.5,55.8,5_1,1_8,s,n,n
4161,6.29,2528.4,94.5,9_2,3_4,n,r,l
4162,5.17,2528.4,120.4,5_1,3_4,l,s,s
4163,4.3,2530.4,59.6,10_3,3_7,n,n,s
4164,4.81,2531.2,127.6,0_1,2_6,s,l,n
4165,4.81,2531.4,52.7,5_1,1_8,s,n,n
4166,5.1,2532.3,375.1,7_3,2_6,n,r,r
4167,5.06,2536.6,41.6,4_3,3_7,n,n,r
4168,4.75,2536.7,52.9,7_3,3_10,n,n,s
4170,9.02,2538.1,40.5,0_1,3_10,s,s,r
4171,5.27,2538.1,120.3,4_3,1_8,l,s,s
4172,5.41,2539.6,68.1,7_3,3_4,n,n,l
4173,4.69,2540.5,38.4,9_2,2_6,n,s,n
4175,4.85,2540.6,189.3,4_3,1_8,l,s,s
4176,5.02,2540.8,39.6,4_3,3_7,n,n,r
4177,4.94,2541.3,9.6,2_3,3_4,,,
4178,4.66,2541.6,38,9_2,2_6,n,s,n
4179,4.57,2542.2,82.4,9_2,3_4,n,r,l
4180,4.49,2542.3,39.7,9_2,2_6,n,s,n
4181,5.15,2542.3,9.4,2_3,3_4,,,
4183,4.42,2543.5,39.8,9_2,2_6,n,s,n
4184,5.19,2543.6,186.1,4_3,2_6,n,r,s
4185,5.12,2543.7,38.4,9_2,2_6,n,s,n
4186,5.08,2544.2,76.3,9_2,3_4,n,r,l
4187,4.63,2545.3,39.1,9_2,2_6,n,s,n
4188,5.13,2545.9,77.8,4_3,3_7,n,n,r
4189,4.63,2546.1,37.2,9_2,2_6,n,s,n
4190,5.37,2546.2,42.1,9_2,2_6,n,s,n
4192,4.81,2548.2,38.7,9_2,2_6,n,s,n
4193,5.02,2549,39,9_2,2_6,n,s,n
4194,5.19,2549.8,41.4,9_2,2_6,n,s,n
4197,5.13,2550.9,186,10_3,1_8,l,s,l
4198,5.21,2551.1,76.7,4_3,3_7,n,n,r
4199,5.04,2552.7,16.7,4_3,3_10,n,n,l
4200,5.13,2552.8,37.5,9_2,2_6,n,s,n
4201,4.73,2553,40.1,9_2,2_6,n,s,n
4202,5.3,2554.7,36.8,9_2,2_6,n,s,n
4203,4.86,2554.9,37.2,7_3,3_10,n,n,s
4204,5.17,2554.9,11.1,2_3,3_4,,,
4205,4.62,2556.4,36.4,9_2,2_6,n,s,n
4206,5.23,2557,24.2,4_3,3_10,n,n,l
4207,2.72,2557.6,27.6,5_1,1_8,s,n,n
4208,5.26,2558.4,169.1,7_3,2_6,n,r,r
4209,4.83,2559.4,90.4,4_3,2_6,n,r,s
4210,5.05,2560.1,175.2,4_3,2_6,n,r,s
4211,4.01,2563.1,31.7,7_3,3_10,n,n,s
4212,4.62,2565.2,28.2,10_3,3_7,n,n,s
4213,3.61,2565.5,27.5,9_2,2_6,n,s,n
4214,4.2,2568.2,80.1,2_1,1_8,,,
4215,4.45,2570.7,24.2,10_3,3_7,n,n,s
4218,4.83,2572,79.1,5_1,3_4,l,s,s
4220,4.14,2574.5,27.7,10_3,3_4,n,n,r
4221,4.94,2575.2,48,9_2,3_4,n,r,l
4223,4.36,2575.3,19.8,9_2,2_6,n,s,n
4224,4.18,2575.4,12.9,5_1,1_8,s,n,n
4225,5.19,2576.2,161.1,4_3,2_6,n,r,s
4226,5.08,2576.3,77.5,4_3,1_0,s,s,s
4227,4.56,2576.4,13.2,5_1,1_8,s,n,n
4228,4.95,2576.6,19.3,9_2,2_6,n,s,n
4229,4.58,2577.3,18.6,9_2,2_6,n,s,n
4230,4.24,2578,12.7,5_1,1_8,s,n,n
4231,5.09,2578.4,48,9_2,3_4,n,r,l
4232,5.18,2578.5,19.3,9_2,2_6,n,s,n
4233,4.5,2579.6,24.8,5_1,1_8,s,n,n
4234,4.64,2579.8,12,5_1,1_8,s,n,n
4235,5.45,2580,159.3,4_3,2_6,n,r,s
